id	isolate	aliases	country	continent	region	town_or_city	year	month	isolation_date	received_date	age_yr	age_mth	sex	disease	source	epidemiology	species	penner	bioproject_accession	biosample_accession	NCBI_assembly_accession	ENA_run_accession	private_project	comments	sender	curator	date_entered	datestamp	ST (MLST)	clonal_complex (MLST)
356	2796		UK [Scotland]	Europe		Edinburgh	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	3,16,50							2	1	2001-02-12	2001-02-12	48	ST-48 complex
357	2312		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	4,50							2	1	2001-02-12	2001-02-12	205	ST-48 complex
358	1356		UK [England]	Europe		Blackburn	1992							gastroenteritis	human stool	sporadic case	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	61	ST-61 complex
359	3788		UK [England]	Europe		Poole	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
360	450864		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	45	ST-45 complex
361	450902		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	13							2	1	2001-02-12	2001-02-12	21	ST-21 complex
362	451027		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	19	ST-21 complex
363	451124		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	260	ST-21 complex
364	450806		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	38	ST-48 complex
365	450839		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	261	ST-52 complex
366	450888		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	262	ST-21 complex
367	450967		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	53	ST-21 complex
368	450978		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	263	ST-61 complex
369	450990		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	262	ST-21 complex
370	451008		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	206	ST-206 complex
371	451056		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	264	ST-21 complex
372	451069		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	16							2	1	2001-02-12	2001-02-12	38	ST-48 complex
373	451125		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	35							2	1	2001-02-12	2001-02-12	265	
374	451190		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
375	451212		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	38	ST-48 complex
376	451218		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	262	ST-21 complex
377	451255		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	13							2	1	2001-02-12	2001-02-12	42	ST-42 complex
378	C711/93		UK [England]	Europe		Exeter	1993								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
379	C185/93		UK [England]	Europe		Compton	1993							carrier	cattle	carrier	Campylobacter jejuni	2							2	34	2001-02-12	2019-11-21	43	ST-21 complex
380	450729		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	266	ST-21 complex
381	450762		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	19	ST-21 complex
382	450791		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
383	450878		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
384	450887		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	21	ST-21 complex
385	450894		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
386	3745		UK [England]	Europe		Hereford	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	267	ST-283 complex
387	451241		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	21	ST-21 complex
388	C403/93		UK [England]	Europe		Lancaster	1993								lamb offal or meat		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
389	450716		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	268	ST-21 complex
390	450749		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
391	450827		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	269	ST-42 complex
392	450924		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	35							2	1	2001-02-12	2001-02-12	270	ST-403 complex
393	451024		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	206	ST-206 complex
394	451000		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	271	ST-206 complex
395	451043		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	272	ST-21 complex
396	451157		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	13							2	1	2001-02-12	2001-02-12	266	ST-21 complex
397	450995		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	13							2	1	2001-02-12	2001-02-12	273	ST-206 complex
398	2258		UK [Scotland]	Europe		Aberdeen	1991								cows milk		Campylobacter jejuni	23							2	1	2001-02-12	2001-02-12	42	ST-42 complex
399	450724		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	262	ST-21 complex
400	450736		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	52	ST-52 complex
401	450759		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
402	450786		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	274	ST-21 complex
403	450811		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	38	ST-48 complex
404	450829		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	50	ST-21 complex
405	450859		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	42							2	1	2001-02-12	2001-02-12	45	ST-45 complex
406	450877		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	42							2	1	2001-02-12	2001-02-12	42	ST-42 complex
407	450925		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	35							2	1	2001-02-12	2001-02-12	270	ST-403 complex
408	450942		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	35							2	1	2001-02-12	2001-02-12	55	ST-403 complex
409	450959		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	19	ST-21 complex
410	451007		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	206	ST-206 complex
411	451077		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	9							2	1	2001-02-12	2001-02-12	19	ST-21 complex
412	451189		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	262	ST-21 complex
413	451237		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	50	ST-21 complex
414	451167		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	206	ST-206 complex
415	451198		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	206	ST-206 complex
416	450708		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	42	ST-42 complex
417	450876		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	53	ST-21 complex
418	451057		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	270	ST-403 complex
419	451093		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	42	ST-42 complex
420	451144		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
421	451159		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	275	ST-21 complex
422	451222		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	276	ST-206 complex
423	451252		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	22	ST-22 complex
424	451203		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
425	2523		UK [Scotland]	Europe			1991								chicken offal or meat		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	278	
426	306		UK [Scotland]	Europe			1990								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
427	C724/93		UK [England]	Europe		Exeter	1993								chicken offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	19	ST-21 complex
428	2608		UK [England]	Europe		Poole	1991								chicken offal or meat		Campylobacter jejuni	4							2	1	2001-02-12	2001-02-12	49	ST-49 complex
429	450720		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	42	ST-42 complex
430	451269		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	266	ST-21 complex
431	450997		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	68							2	1	2001-02-12	2001-02-12	19	ST-21 complex
432	451016		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	262	ST-21 complex
433	451061		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	277	ST-206 complex
434	451118		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	206	ST-206 complex
435	451151		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	206	ST-206 complex
436	451259		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	19	ST-21 complex
437	451248		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	19	ST-21 complex
438	450790		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
439	451108		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	206	ST-206 complex
440	451119		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	206	ST-206 complex
441	451223		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	61	ST-61 complex
442	450714		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	19	ST-21 complex
443	451207		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	42	ST-42 complex
444	451026		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	262	ST-21 complex
445	451085		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	206	ST-206 complex
446	451160		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	279	ST-42 complex
447	450775		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	266	ST-21 complex
448	450787		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	19	ST-21 complex
449	450855		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	19	ST-21 complex
450	451135		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	48	ST-48 complex
451	451204		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	262	ST-21 complex
452	2561		UK [England]	Europe		Poole	1990								chicken offal or meat		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	43	ST-21 complex
453	450780		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	50	ST-21 complex
454	451268		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	265	
455	451150		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	280	ST-21 complex
456	451131		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	53	ST-21 complex
457	450979		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	206	ST-206 complex
458	450910		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	21	ST-21 complex
459	450964		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	61	ST-61 complex
460	451244		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	50							2	1	2001-02-12	2001-02-12	281	ST-48 complex
461	450730		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	44							2	1	2001-02-12	2001-02-12	282	ST-21 complex
462	3216		UK [England]	Europe		Southampton	1991							gastroenteritis	human stool	sporadic case	Campylobacter jejuni	6							2	1	2001-02-12	2001-02-12	283	ST-283 complex
463	451245		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	NT							2	1	2001-02-12	2001-02-12	21	ST-21 complex
464	C34/92		UK	Europe			1992								beef offal or meat		Campylobacter jejuni	1							2	1	2001-02-12	2001-02-12	21	ST-21 complex
465	451192		UK	Europe			1998								lamb offal or meat		Campylobacter jejuni	56							2	1	2001-02-12	2001-02-12	284	
466	450778		UK	Europe			1998								beef offal or meat		Campylobacter jejuni	35							2	1	2001-02-12	2001-02-12	285	ST-403 complex
467	C144		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni	11							2	1	2001-02-12	2001-02-12	286	ST-257 complex
468	C356		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni	2							2	1	2001-02-12	2001-02-12	21	ST-21 complex
469	C591		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni	13							2	1	2001-02-12	2001-02-12	287	
470	C2146		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni	5							2	1	2001-02-12	2001-02-12	288	ST-52 complex
471	C2172		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni	1,44							2	1	2001-02-12	2001-02-12	289	ST-353 complex
472	C2246		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	233	ST-45 complex
473	C2264		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	290	ST-206 complex
474	C2345		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	291	ST-283 complex
475	C2360		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	46	ST-206 complex
476	C2362		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	292	ST-206 complex
477	C2412		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	293	ST-21 complex
478	C2441		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	294	ST-257 complex
479	C2446		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	295	ST-45 complex
480	C2450		The Netherlands	Europe			1990							carrier	chicken	carrier	Campylobacter jejuni								2	1	2001-02-12	2001-02-12	296	ST-206 complex
